Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,tissue
SRR13012234,E18,ATAC-seq,123,10223269230,PRJNA675630,SAMN16710097,3260388450,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9463247,GSM4890020,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2020-11-10T00:00:00Z,2020-11-10T04:41:00Z,1,GSM4890020,mouse cortex,SRP291772,CD1,cortex
